Samsung,SM-A146P/DSN 64GB,"(Middle East), Australia, New Zealand, Taiwan","1/12/2023, Announced: 1/4/2023",64bit: MediaTek Dimensity 700 (MT6833V) (7nm),ARM Mali-G57 MC2 (950MHz)
Samsung,SM-A146U,USA,"1/12/2023, Announced: 1/4/2023",64bit: MediaTek Dimensity 700 (MT6833V) (7nm),ARM Mali-G57 MC2 (950MHz)
Samsung,SM-M045F/DS 128GB,India,"12/16/2022, Announced: 12/10/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-M045F/DS 64GB,India,"12/16/2022, Announced: 12/10/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A042F/DS 128GB,India,"11/7/2022, Announced: 10/21/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A042F/DS 32GB,"(Global, International)","11/7/2022, Announced: 10/21/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A042F/DS 64GB,"(Global, International)","11/7/2022, Announced: 10/21/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A042M 32GB,"Argentina, Mexico, Peru","11/7/2022, Announced: 10/21/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A042M 64GB,"Argentina, Mexico, Peru","11/7/2022, Announced: 10/21/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A042M/DS 32GB,(Latin America),"11/7/2022, Announced: 10/21/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A042M/DS 64GB,"(Latin America), Brazil","11/7/2022, Announced: 10/21/2022",64bit: MediaTek Helio P35 (MT6765) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045F/DS 128GB,"(Global, International)","10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045F/DS 32GB,"(Global, International)","10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045F/DS 64GB,"(Global, International)","10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045M 128GB,"Argentina, Peru","10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045M 32GB,"Argentina, Peru","10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045M 64GB,"Argentina, Peru","10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045M/DS 128GB,(Latin America),"10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045M/DS 32GB,(Latin America),"10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A045M/DS 64GB,(Latin America),"10/10/2022, Announced: 8/24/2022",64bit: MediaTek Helio G37 (MT6765V/CB) (12nm),PowerVR GE8320 MP2 (680MHz)
Samsung,SM-A047F/DS 128GB,"Bangladesh, Philippines, India, Malaysia, Turkey","9/22/2022, Announced: 8/31/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A047F/DS 32GB,"South Africa, Angola, Cameroon, Côte d'Ivoire, Morocco, Mozambique, Senegal","9/22/2022, Announced: 8/31/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A047F/DS 64GB,"(Global, International), Russia","9/22/2022, Announced: 8/31/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A047F/DSN,(Europe),"9/22/2022, Announced: 8/31/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A047M 64GB,Mexico,"9/22/2022, Announced: 8/31/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A047M/DS 128GB,"Chile, Uruguay","9/22/2022, Announced: 8/31/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A047M/DS 64GB,(Latin America),"9/22/2022, Announced: 8/31/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A236B/DSN 128GB,(Europe),"9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-A236B/DSN 64GB,(Europe),"9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-A236E/DSN 128GB/4GB,"(Global, International)","9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-A236E/DSN 128GB/6GB,"Philippines, Taiwan","9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-A236E/DSN 128GB/8GB,"Philippines, Malaysia","9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-A236E/DSN 64GB,"(Middle East), Taiwan","9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-A236U,USA,"9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-A236U1/DS,USA,"9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-S236DL,USA,"9/2/2022, Announced: 8/5/2022",64bit: Qualcomm Snapdragon 695 (SM6375) (6nm),Qualcomm Adreno 619 (840MHz)
Samsung,SM-F7210 128GB,Taiwan,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F7210 256GB,"China, Hong Kong, Taiwan","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F7210 512GB,"China, Hong Kong","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721B 128GB,"(Global, International)","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721B 256GB,"(Global, International)","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721B 512GB,"(Global, International)","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721N 256GB,South Korea,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721N 512GB,South Korea,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721U 128GB,USA,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721U 256GB,USA,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721U 512GB,USA,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721W 128GB,Canada,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721W 256GB,Canada,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F721W 512GB,Canada,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F9360 1TB,"China, Hong Kong, Taiwan","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F9360 256GB,"China, Hong Kong, Taiwan","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F9360 512GB,"China, Hong Kong, Taiwan","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936B 1TB,"(Global, International)","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936B 256GB,"(Global, International)","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936B 512GB,"(Global, International)","8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936N 1TB,South Korea,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936N 256GB,South Korea,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936N 512GB,South Korea,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936U 1TB,USA,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936U 256GB,USA,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936U 512GB,USA,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936W 1TB,Canada,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936W 256GB,Canada,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-F936W 512GB,Canada,"8/25/2022, Announced: 8/10/2022",64bit: Qualcomm Snapdragon 8+ Gen 1 (SM8475) (4nm),Qualcomm Adreno 730 (818MHz)
Samsung,SM-M136B/DS 128GB,India,"7/23/2022, Announced: 7/14/2022",64bit: MediaTek Dimensity 700 (MT6833V) (7nm),ARM Mali-G57 MC2 (950MHz)
Samsung,SM-M136B/DS 64GB,India,"7/23/2022, Announced: 7/14/2022",64bit: MediaTek Dimensity 700 (MT6833V) (7nm),ARM Mali-G57 MC2 (950MHz)
Samsung,SM-E135F/DS 128GB,India,"6/29/2022, Announced: 6/22/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-E135F/DS 64GB,India,"6/29/2022, Announced: 6/22/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-M135F/DSN 128GB,(Europe),"6/1/2022, Announced: 5/27/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-M135F/DSN 64GB,(Europe),"6/1/2022, Announced: 5/27/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-M135FU/DS 128GB,India,"7/23/2022, Announced: 7/14/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-M135FU/DS 64GB,India,"7/23/2022, Announced: 7/14/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-M135M/DS 128GB,"(Latin America), Brazil, Chile","6/1/2022, Announced: 5/27/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A736B 128GB/6GB,"Australia, New Zealand","4/22/2022, Announced: 3/17/2022",64bit: Qualcomm Snapdragon 778G (SM7325) (6nm),Qualcomm Adreno 642L (550MHz)
Samsung,SM-A736B/DS 128GB/6GB,"(Latin America), South Africa, Philippines","4/22/2022, Announced: 3/17/2022",64bit: Qualcomm Snapdragon 778G (SM7325) (6nm),Qualcomm Adreno 642L (550MHz)
Samsung,SM-A736B/DS 128GB/8GB,"(Europe), (Global, International), Brazil","4/22/2022, Announced: 3/17/2022",64bit: Qualcomm Snapdragon 778G (SM7325) (6nm),Qualcomm Adreno 642L (550MHz)
Samsung,SM-A736B/DS 256GB,"(Global, International)","4/22/2022, Announced: 3/17/2022",64bit: Qualcomm Snapdragon 778G (SM7325) (6nm),Qualcomm Adreno 642L (550MHz)
Samsung,SM-M536B/DS 128GB/6GB,India,"4/22/2022, Announced: 4/7/2022",64bit: MediaTek Dimensity 900 (6nm),ARM Mali-G68 MC4 (900MHz)
Samsung,SM-M536B/DS 128GB/8GB,India,"4/22/2022, Announced: 4/7/2022",64bit: MediaTek Dimensity 900 (6nm),ARM Mali-G68 MC4 (900MHz)
Samsung,SM-M536B/DSN 128GB/6GB,"(Latin America), Chile","4/22/2022, Announced: 4/7/2022",64bit: MediaTek Dimensity 900 (6nm),ARM Mali-G68 MC4 (900MHz)
Samsung,SM-M536B/DSN 128GB/8GB,"(Europe), (Global, International), Brazil","4/22/2022, Announced: 4/7/2022",64bit: MediaTek Dimensity 900 (6nm),ARM Mali-G68 MC4 (900MHz)
Samsung,SM-M536B/DSN 256GB,"(Global, International)","4/22/2022, Announced: 4/7/2022",64bit: MediaTek Dimensity 900 (6nm),ARM Mali-G68 MC4 (900MHz)
Samsung,SM-A3360/DSN,Hong Kong,"4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336B/DSN,(Europe),"4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336E/DS 128GB/6GB,India,"4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336E/DS 128GB/8GB,"Bangladesh, India","4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336E/DSN 128GB/6GB,"(Global, International)","4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336E/DSN 128GB/8GB,"Philippines, Indonesia, Malaysia, Myanmar, Pakistan, Singapore, Thailand, Taiwan, Vietnam","4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336E/DSN 256GB,"Philippines, Indonesia","4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336M,"(Latin America), Argentina, Mexico, Peru","4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A336M/DSN,"(Latin America), Brazil, Chile, Colombia, Paraguay, Uruguay","4/20/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-M236B/DS 128GB/4GB,"(Latin America), (Europe), (Global, International)","4/8/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 750G (SM7225) (8nm),Qualcomm Adreno 619 (800MHz)
Samsung,SM-M236B/DS 128GB/6GB,"Brazil, Philippines, Indonesia, Malaysia, Thailand, Vietnam","4/8/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 750G (SM7225) (8nm),Qualcomm Adreno 619 (800MHz)
Samsung,SM-M236B/DS 64GB,"(Middle East), Ukraine","4/8/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 750G (SM7225) (8nm),Qualcomm Adreno 619 (800MHz)
Samsung,SM-A235F/DS 128GB/4GB,"(Global, International), Australia, Vietnam","3/25/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 680 (SM6225) (6nm),Qualcomm Adreno 610
Samsung,SM-A235F/DS 128GB/6GB,"Philippines, India, Malaysia, New Zealand, Vietnam","3/25/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 680 (SM6225) (6nm),Qualcomm Adreno 610
Samsung,SM-A235F/DS 128GB/8GB,India,"3/25/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 680 (SM6225) (6nm),Qualcomm Adreno 610
Samsung,SM-A235F/DSN 128GB,"(Europe), (Middle East), Kazakhstan, Indonesia, Pakistan, Russia","3/25/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 680 (SM6225) (6nm),Qualcomm Adreno 610
Samsung,SM-A235F/DSN 64GB,"South Africa, Kazakhstan, Russia","3/25/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 680 (SM6225) (6nm),Qualcomm Adreno 610
Samsung,SM-A235M 128GB,"(Latin America), Argentina, Mexico, Peru","3/25/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 680 (SM6225) (6nm),Qualcomm Adreno 610
Samsung,SM-A235M/DS 128GB,"(Latin America), Brazil, Colombia, Paraguay, Uruguay","3/25/2022, Announced: 3/4/2022",64bit: Qualcomm Snapdragon 680 (SM6225) (6nm),Qualcomm Adreno 610
Samsung,SM-A5360 256GB,"China, Hong Kong, Taiwan","3/24/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A536E 128GB/6GB,"Argentina, Australia, Mexico, Peru","3/24/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A536E 128GB/8GB,"South Africa, Angola, Mozambique","3/24/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A536E/DS 128GB/6GB,"(Latin America), (Middle East), Kazakhstan, Chile, Philippines, India, New Zealand, Ukraine","3/24/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A536E/DS 128GB/8GB,"(Latin America), Brazil, Philippines, India, Israel, Morocco, Singapore, Thailand, Turkey","3/24/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A536E/DS 256GB,"(Middle East), Kazakhstan, Chile, Philippines, Malaysia, Singapore, Thailand, Ukraine","3/24/2022, Announced: 3/17/2022",64bit: Samsung Exynos 1280 (5nm),ARM Mali-G68 (1GHz)
Samsung,SM-A135F/DS 128GB/4GB,"(Global, International)","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135F/DS 128GB/6GB,"Philippines, India, Malaysia","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135F/DS 64GB,"(Global, International)","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135M 128GB,"(Latin America), Argentina, Mexico","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135M 64GB,"(Latin America), Argentina, Mexico, Peru","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135M/DS 128GB,"(Latin America), Brazil, Chile, Colombia, Uruguay","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135M/DS 32GB,"(Latin America), Costa Rica, Guatemala, Honduras, Nicaragua, Panama","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135M/DS 64GB,"(Latin America), Paraguay, Uruguay","3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
Samsung,SM-A135U,USA,"3/23/2022, Announced: 3/4/2022",64bit: Samsung Exynos 850 (8nm),ARM Mali-G52 MP1
